Article title - Question,Article subtitle - Complementary,Article body - Answer,Article language,Article URL,Category,Keywords
Por que não consigo alterar ou desvincular minha carteira padrão?,Por que pode ocorrer um erro ao tentar alterar a carteira padrão.,"<p>Alterar sua carteira padrão para um blockchain específico na Community Gaming nem sempre é possível por motivos operacionais e de segurança. Abaixo detalhamos os principais cenários que podem restringir essa mudança:</p>
<br>
<p><strong>Organização de um torneio:</strong></p>
<p>Se a carteira de um usuário estiver vinculada a um torneio que ele está organizando atualmente, alterá-la poderá levar a discrepâncias e complicações na distribuição e transações de prêmios. Isso pode atrapalhar o bom funcionamento do evento.</p>
<p><strong>Participação ativa em torneios:</strong></p>
<p>Quando os usuários estão inscritos em um torneio ativo, suas carteiras podem ser conectadas aos perfis dos participantes para possibilitar a atribuição de prêmios. Modificar a carteira padrão durante o evento pode criar problemas na hora de conceder prêmios ou verificar a autenticidade dos participantes.</p>
<p><strong>Recompensas pendentes:</strong></p>
<p>Uma carteira com recompensas pendentes indica transações em andamento que precisam ser finalizadas. Alterar a carteira durante este processo pode resultar na perda de recompensas ou na interrupção da cadeia de transações, o que pode levar a falhas nas transações.</p>
<p>Enquanto estas situações permanecerem sem solução ou os torneios ativos não forem concluídos, a opção de alterar as carteiras padrão estará desativada. Esta medida existe para manter a integridade das transações, distribuições de recompensas e verificações de participantes dentro dos ecossistemas blockchain e de torneios.</p>
<p>Certifique-se sempre de que esses fatores sejam resolvidos antes de tentar modificar a carteira padrão. Isso garante uma experiência tranquila e sem erros em atividades de blockchain e torneios de jogos.</p>
<br>
<p><strong>Para obter mais ajuda:</strong></p>
<p>Se você solucionou os fatores mencionados acima e ainda está tendo problemas ao tentar alterar sua carteira padrão, recomendamos entrar em contato com nossa equipe de suporte. Eles estão aqui para fornecer ajuda e orientação adicionais para garantir uma experiência tranquila.</p>
<p>&nbsp;</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/por-que-não-consigo-alterar-ou-desvincular-minha-carteira-padrão,Wallet,"Carteira,Perguntas Regulares,wallet"
O que é uma carteira “Ronin”?,"Este artigo apresenta Ronin, uma carteira rápida e acessível projetada especificamente para o jogo Axie Infinity.","Ronin é uma carteira projetada especificamente para o jogo Axie Infinity. É uma carteira rápida e de baixo custo que facilita a transferência e renegociação de Axies e outros ativos do Axie Infinity. Ronin está disponível como carteira independente e como extensão do navegador. Baixe a extensão Wallet Chrome <a href=""https://chromewebstore.google.com/detail/ronin-wallet/fnjhmkhhmkbjkkabndcnnogagogbneec"" target=""_blank"" rel=""noopener"">aqui.</a>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/o-que-é-uma-carteira-ronin,Wallet,"Carteira,Cripto,Ronin,Ronin Mobile,Saber Mais"
Como posso resgatar as recompensas do meu torneio?,Guia passo a passo sobre como reivindicar seu merecido prêmio de recompensa do torneio.,"<p>O resgate de recompensas em nossa plataforma foi projetado para ser um processo fluido e simples. Aqui está um guia detalhado passo a passo sobre como reivindicar seu merecido prêmio:</p>
<br>
<p><strong>Passo 1: Navegue até suas carteiras</strong></p>
<br>
<p>Visite a página ""Ver minha carteira"" na plataforma para gerenciar e visualizar todos os seus ativos digitais.</p>
<br>
<p><strong>Passo 2: Identifique seu prêmio</strong></p>
<br>
<p>Nesta página, se você tiver uma recompensa esperando, verá o texto ""Reivindique seu prêmio"" junto com o botão ""Reivindicar"". Isso indica uma recompensa disponível de um torneio no qual você participou.</p>
<br>
<p><strong>Passo 3: Explore a página de recompensas</strong></p>
<br>
<p>Ao clicar no botão ""Reivindicar"", você acessará a página ""Recompensas"", um local centralizado onde todas as suas recompensas são exibidas.</p>
<br>
<p><strong>Passo 4: Filtrar e revisar</strong></p>
<br>
<p>Suas recompensas são classificadas sistematicamente e podem ser visualizadas na blockchain, facilitando a localização e revisão antes de reivindicá-las.</p>
<br>
<p><strong>Passo 5: Inicie o processo de reivindicação</strong></p>
<br>
<p>Identifique a recompensa que deseja reivindicar e clique no botão correspondente 'REIVINDICAR'.</p>
<br>
<p><strong>Passo 6: Selecione sua carteira</strong></p>
<br>
<p>Escolha onde deseja que a recompensa seja depositada:</p>
<p>Carteira padrão: envie para sua carteira padrão predefinida para um processo mais rápido.</p>
<p>Outra carteira vinculada: opte por enviá-la para uma carteira diferente vinculada à sua conta.</p>
<p>Carteira externa: encaminhe os fundos para uma carteira externa fornecendo os detalhes necessários.</p>
<br>
<p><strong>Passo 7: Reivindicação Sem Taxas</strong></p>
<br>
<p>Conclua a reivindicação! É importante destacar que reivindicar as recompensas do torneio é uma transação gratuita, generosamente subsidiada pela Community Gaming, então não há custos adicionais com os quais se preocupar.</p>
<br>
<p>Se você tiver algum problema ou dúvida, nossa equipe de suporte está sempre pronta para ajudar. Lembre-se, é fundamental garantir que todos os detalhes da carteira sejam precisos para garantir um processo de reivindicação sem problemas. Aproveite suas recompensas e obrigado por participar de nossa comunidade!</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/como-posso-resgatar-as-recompensas-do-meu-torneio,Wallet,"Ajuda,Carteira,Cripto,Saber Mais"
O que devo fazer se não conseguir usar o aplicativo móvel Ronin Wallet com Community Gaming no meu dispositivo móvel?,Este artigo aborda as dificuldades de acesso à sua carteira Ronin no celular.,"<p>Enfrentar dificuldades ao tentar acessar sua carteira Ronin via dispositivo móvel pode ser inconveniente. No entanto, existem etapas alternativas que você pode seguir para garantir acesso ininterrupto:</p>
<p><strong>Use um PC:</strong> Acesse sua carteira Ronin usando a extensão do navegador Chrome em um computador. Este método costuma ser confiável quando o acesso móvel apresenta problemas.</p>
<p>Se o acesso ao PC não for uma opção, recomendamos aguardar um momento. Os problemas técnicos geralmente são temporários e resolvidos rapidamente.</p>
<p><strong>Mantenha-se informado:</strong> Fique atento aos canais de comunicação oficiais para atualizações sobre o problema de acesso à carteira, garantindo que você esteja informado sobre desenvolvimentos e possíveis soluções.</p>
<p>Agradecemos imensamente sua paciência e compreensão durante esses desafios técnicos.</p>
<p>Fique tranquilo, estamos empenhados em garantir que o acesso à sua carteira digital seja restaurado o mais rápido possível.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/o-que-devo-fazer-se-não-conseguir-usar-o-aplicativo-móvel-ronin-wallet-com-community-gaming-no-meu-dispositivo-móvel,Wallet,"Ajuda,Carteira,Perguntas Casuais,Ronin,Ronin Mobile,Saber Mais"
Não posso reivindicar minhas recompensas. Preso na loading page,Este artigo fornece soluções para quando você encontrar a “página de engrenagens giratórias” ao reivindicar recompensas.,"<p>Se estiver com dificuldades para resgatar suas recompensas ou de sair da página de carregamento, você pode tentar as seguintes soluções:</p>
<p>-Tente desativar as transações sem gás antes de resgatar sua recompensa</p>
<p><strong>Limpar dados do navegador:</strong> Ocasionalmente, cookies acumulados e cache do navegador podem causar problemas e conflitos com páginas da web que podem dificultar a reivindicação de recompensas. Para resolver isso, tente limpar o cache e os cookies do seu navegador. Neste guia, fornecemos etapas sobre como limpar os dados do navegador para alguns navegadores.</p>
<p><strong>Experimente um navegador diferente:</strong> às vezes, certas configurações ou extensões do navegador podem interferir no processo de reivindicação de recompensas. Tente acessar a página de recompensas usando um navegador diferente.</p>
<p><strong>Guia anônima do navegador:</strong> Abra uma guia de navegação privada ou anônima em seu navegador e tente resgatar suas recompensas a partir daí. Isso pode ajudar a evitar dados armazenados em cache ou extensões conflitantes.</p>
<p><strong>Conecte-se ao Wi-Fi (PC):</strong> Se estiver usando um PC, tente conectar-se a uma rede Wi-Fi diferente. Às vezes, problemas relacionados à rede podem afetar a reivindicação de recompensas.</p>
<p><strong>Use um dispositivo móvel:</strong> para descartar problemas específicos do dispositivo, tente resgatar suas recompensas usando um dispositivo móvel em vez de um PC. Isso pode ajudar a identificar a causa do problema.</p>
<p><strong>Dados móveis (desconexão de Wi-Fi):</strong> para isolar ainda mais o problema, desconecte-se do Wi-Fi em seu dispositivo móvel e mude para o uso de dados móveis ao resgatar suas recompensas. Isso nos ajuda a identificar o problema e trabalhar para encontrar uma solução.</p>
<p>Tente estas soluções uma por uma e se o problema persistir, sinta-se à vontade para informar nossa equipe de suporte da comunidade para que possamos ajudá-lo.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/não-posso-reivindicar-minhas-recompensas.-preso-na-loading-page,Wallet,"Ajuda,Reclamar Recompensas,Saber Mais"
O que acontece se a criptomoeda que ganhei não aparecer na minha carteira?,"Este artigo explica como visualizar as recompensas do torneio Community Gaming em sua carteira e instruções para exibi-las em carteiras externas (MetaMask, Sequence, Ronin) caso não sejam exibidas automaticamente.","<p>Quando você ganha tokens exclusivos dos prêmios de torneios do Community Gaming, sua carteira do Community Gaming será atualizada automaticamente para exibir os tokens recém-adquiridos. No entanto, se você usar outras carteiras com nossa plataforma, como Metamask, Sequence ou Ronin, elas poderão exigir ações específicas para exibir os tokens recém-ganhos.</p>
<p>Se você estiver usando Metamask e precisar de orientação sobre como adicionar tokens recém-ganhos à sua carteira, assista este <a href=""https://www.youtube.com/watch?v=y4cElG2zCdQ"" target=""_blank"" rel=""noopener"">tutorial</a>. Isso garantirá que sua carteira exiba com precisão seus ganhos.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/o-que-acontece-se-a-criptomoeda-que-ganhei-não-aparecer-na-minha-carteira,Wallet,"Ajuda,Community Gaming,Ronin,Saber Mais,Sequence,metamask"
Quando receberei meu prêmio cripto?,Este artigo esclarece como os ganhos criptográficos dos torneios são tratados no Community Gaming.,"<p>O processo de premiação de torneios cripto na Community Gaming é iniciado imediatamente após a conclusão do torneio. No entanto, observe que o processamento de uma transação blockchain às vezes pode levar alguns minutos.</p>
<p>Para verificar se você recebeu seus prêmios, visite a página “Minhas Carteiras” logo após o término do evento. Se você estava na zona de premiações e não recebeu seu prêmio, não hesite em entrar em contato com o organizador e os administradores do torneio para obter ajuda para reivindicar seu prêmio. Estamos aqui para ajudá-lo, então não hesite em entrar em contato com a equipe de suporte para obter mais informações.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/quando-receberei-meu-prêmio,Wallet,"Ajuda,Carteira,Community Gaming,Reclamar Premio,Saber Mais"
O que é uma carteira “Metamask”?,"Este artigo fornece informações sobre MetaMask, uma carteira Ethereum popular.","<p>MetaMask é uma carteira Ethereum amplamente utilizada que permite aos usuários armazenar, enviar e receber tokens ETH e ERC-20. Além disso, serve como portal para aplicativos descentralizados (DApps) no blockchain Ethereum. Você pode acessar o MetaMask como uma extensão do navegador ou aplicativo.</p>
<p>Para começar, baixe a extensão da carteira MetaMask para Chrome <a href=""https://chromewebstore.google.com/detail/metamask/nkbihfbeogaeaoehlefnkodbefgpgknn"" target=""_blank"" rel=""noopener"">aqui</a>. Uma vez instalado, você pode vincular sua carteira MetaMask à sua conta Community Gaming para participar de torneios cripto e gerenciar seus ativos.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/o-que-é-uma-carteira-metamask,Wallet,"Ajuda,Carteira,Saber Mais,metamask"
O que é uma carteira “Sequence”?,"Este artigo apresenta o Sequence, uma carteira criptográfica versátil que suporta vários blockchains, como Ethereum, Polygon, Avalanche e Solana.","Sequence é uma incrível carteira multicadeia que traz comodidade à sua experiência criptográfica. Suporta uma ampla variedade de blockchains, incluindo Ethereum, Polygon, Avalanche e Solana. Além disso, oferece alguns recursos interessantes, como suporte NFT integrado, opções fáceis de entrada e saída e até mesmo um agregador de desempenho bacana. Você pode obtê-lo como uma extensão do navegador ou como um aplicativo. Para começar a aproveitar todos esses benefícios, crie sua carteira Sequence <a href=""https://sequence.app/auth"" target=""_blank"" rel=""noopener"">aqui mesmo</a> e não esqueça de vinculá-la à sua conta Community Gaming.",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/o-que-é-uma-carteira-sequence,Wallet,"Carteira,Cripto,Ethereum,Sequence,Solana,polygon"
Como posso obter uma transação sem taxas de gás para transferir meu prêmio para minha carteira?,Guia passo a passo sobre como obter transações sem gás ao reivindicar prêmios,"<p>Habilitar transações sem gás é fácil! Basta seguir estas etapas:</p>
<br>
<p><strong>Passo 1:</strong> Clique em “Ver minhas carteiras” localizado no canto superior direito do site Community Gaming.</p>
<br>
<p><strong>Passo 2:</strong> Em seguida, clique em “Resgatar Prêmio”.</p>
<br>
<p><strong>Passo 3:</strong> Agora, clique em ‘Opções Avançadas’.</p>
<br>
<p><strong>Passo 4:</strong> Mude a opção “Transações sem gás” para “Ativado”.</p>
<br>
<p><strong>Passo 5:</strong> Por fim, clique em “OK” para iniciar sua transação. Para obter um guia visual, você pode consultar esta imagem.</p>
<br>
<p>Se você seguir todas as etapas acima, deverá conseguir obter uma transação sem gás. Se você tiver algum problema ou tiver dúvidas, sinta-se à vontade para entrar em contato com nossa equipe de suporte. Estamos aqui para ajudar!</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/como-posso-obter-uma-transação-sem-taxas-de-gás-para-transferir-meu-prêmio-para-minha-carteira,Wallet,"Cripto,transações sem gás"
Podemos acessar CG com dispositivos móveis e jogar torneios em dispositivos móveis?,,Sim! Você também pode usar nossa plataforma com dispositivos móveis!,pt-br,https://hubspot.communitygaming.io/pt-br/help-center/podemos-acessar-cg-com-dispositivos-móveis-e-jogar-torneios-em-dispositivos-móveis,Tournament Support,"Ajuda,Celular,Dispositivos Móveis"
Por que devo organizar torneios na Community Gaming?,Este artigo destaca o apoio que os recursos do Community Gaming oferecem aos organizadores de torneios que hospedam torneios através da plataforma; como subsídios para prêmios.,"<p><br><strong>Apoio às comunidades e organizadores:</strong></p>
<br>
<p>Na Community Gaming, estamos aqui para apoiá-lo em cada etapa do processo. Nossa equipe dedicada de Gerentes de Comunidade está disponível para fornecer orientação e assistência. Você também pode se conectar conosco no Discord, onde encorajamos você a fazer qualquer pergunta que possa ter.</p>
<br>
<p><strong>&nbsp;Subsídios do Fundo de Prêmios:</strong></p>
<br>
<p>A Fundação Play2Learn (P2L) tem a missão de fornecer prêmios aos organizadores de torneios de base. Esta iniciativa é dedicada a encorajar e apoiar o crescimento de torneios conduzidos pela comunidade.</p>
<br>
<p>Para mais detalhes, consulte o artigo completo disponível <a href=""https://hubspot.communitygaming.io/es/help-center/por-qu%C3%A9-deber%C3%ADa-organizar-torneos-en-community-gaming?hs_preview=XCqAfBgn-163302592076"" target=""_blank"" rel=""noopener"">aqui.</a></p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/por-que-devo-organizar-torneios-na-community-gaming,Organizer Support,"Ajuda para organizadores,Organizador do Torneio,Play2LearnFoundation"
Como obtenho acesso de organizador de torneio na Communitygaming.io?,,"<p>Estamos muito satisfeitos que você esteja ansioso para sediar um torneio na plataforma Community Gaming!</p>
<br>
<p>Para criar seu primeiro evento como organizador de torneios, você precisará de acesso ao Painel do Organizado.<br><img alt=""organizer"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/organizer.png?width=688&amp;height=249&amp;name=organizer.png"" loading=""lazy"" width=""688"" height=""249""></p>
<br>
<p>Adoraríamos conhecer você! Solicite acesso ao Painel do Organizador de Torneios <a href=""https://forms.monday.com/forms/81e705195b1ed35ae961b30086a16790?r=use1"" target=""_blank"" rel=""noopener"">aqui</a>.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/como-obtenho-acesso-de-organizador-de-torneio-na-communitygaming.io,Organizer Support,"Ajuda para organizadores,Organizador do Torneio,Panel de Organizador"
"Candidatei-me para me tornar um organizador, mas ainda não obtive resposta.",,"Obrigado pelo seu interesse em se tornar um organizador. Devido ao grande volume de solicitações, nosso processo de análise pode levar de 2 a 4 semanas úteis. Agradecemos sua paciência durante esse período. Se sua solicitação for aprovada, você receberá um e-mail de confirmação no endereço fornecido em sua solicitação. Obrigado pela sua compreensão.",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/candidatei-me-para-me-tornar-um-organizador-mas-ainda-não-obtive-resposta,Organizer Support,"Ajuda,Ajuda para organizadores,Organizador do Torneio,torneio"
Crie/organize um torneio em Community Gaming,Guia para criar um torneio em Community Gaming,"<p><strong>Obtenha acesso do Organizador</strong><br><br>Primeiro, você precisará de permissão em sua conta Community Gaming para criar seus próprios torneios na plataforma. Se você ainda não tem acesso ao painel, inscreva-se aqui para se tornar um organizador!<br><img class=""hs-image-align-none"" src=""https://lh7-us.googleusercontent.com/XS5OnydYhK3ws8CC7GsIT9jPIuGt3QQkIvvQv8bB1FRXn5phkAM4xQT2uCICKY0P5Dn3NptbtNuCO8K_-jOeywLQToYee3eX9diTC77YPZCSyYC7ar83Z5rSdQs_vf0LdTJi5XeYcbaFq1bZhrCies0"" loading=""lazy"" width=""1348"" height=""364""></p>
<p><strong>Tipo de torneio</strong><br><br>Agora você terá um novo botão no topo da página inicial do Community Gaming, próximo a ""Meus Torneios"", chamado ""Organizador"". Isso o levará ao painel de criação de torneios com uma lista de todos os torneios que você criou e está realizando atualmente.<br><em>Observação: se você recebeu acesso de host, deverá sair e entrar novamente no CG.</em></p>
<p><em><img alt=""private to (1)"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/private%20to%20(1).png?width=688&amp;height=372&amp;name=private%20to%20(1).png"" loading=""lazy"" width=""688"" height=""372""></em></p>
<p><em>Depois de clicar em “Criar Novo Torneio”, você será levado ao primeiro conjunto de opções. É aqui que você decidirá que tipo de torneio deseja criar, bem como outros detalhes básicos como nome, jogo, data, URL personalizado e se o seu torneio será público ou privado.<br><br>Você pode tornar seu torneio privado ativando o botão na parte inferior das informações básicas que diz ""Torneio Privado"". No modo privado, o seu torneio não será exibido na página de navegação; Os jogadores só poderão encontrar a página do torneio se você compartilhar um link para a página do torneio.<br><br><strong>Torneios cripto:</strong> São os torneios que serão implementados no blockchain. Ao usar este recurso, você receberá pagamentos automáticos assim que o torneio terminar. Você poderá visualizar a transação e confirmar se ela foi para as carteiras corretas que estão correlacionadas a esse local no torneio. Formatos de eliminação simples, dupla e Battle Royale disponíveis.<br>Você tem dúvidas sobre torneios blockchain? Confira nossas perguntas frequentes. Você também pode entrar em contato conosco através do nosso chat de suporte.<br><br><strong>Torneios tradicionais:</strong> Não possuem pagamentos automáticos. O Organizador enviará manualmente os ganhos aos seus concorrentes através de soluções de pagamento digital como MercadoPago ou PayPal.<br><br>Depois de decidir o tipo de torneio que deseja criar, clique em “Próxima etapa”.<br><br><strong>Detalhes do bracket</strong><br><br>Os formatos de chave incluem eliminação simples e dupla e um sistema de pontos no estilo Battle Royale. Escolha o tipo de grupo desejado, o número de equipes que podem competir e o número de membros por equipe.<br><img alt=""brackets"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/brackets.png?width=621&amp;height=328&amp;name=brackets.png"" loading=""lazy"" width=""621"" height=""328""><br></em></p>
<p><em>Ao escolher o número de integrantes da equipe, não inclua treinadores ou substitutos neste momento. Quando o número de membros da equipe for maior que 1, você poderá permitir ou registrar jogadores substitutos no topo da página. Os substitutos são ótimas funções para jogadores substitutos, treinadores e gerentes de equipe. Recomendamos fortemente permitir que os usuários relatem seus próprios resultados. Como administrador, você pode ajustar manualmente uma pontuação, se necessário, mas nosso recurso de ""Auto Match Reporting"" permite que os jogadores relatem suas próprias pontuações e carreguem uma captura de tela ou vídeo, se necessário.<br><br><strong>Detalhes do torneio<br><img alt=""VV testing"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/VV%20testing.png?width=688&amp;height=333&amp;name=VV%20testing.png"" loading=""lazy"" width=""688"" height=""333""><br></strong></em></p>
<p>Detalhes do torneio é onde você poderá adicionar as descrições do torneio, quaisquer informações de streaming, regras e quaisquer instruções adicionais que você deseja que seus concorrentes saibam. Isso pode ser editado sempre que você quiser e permite hiperlinks e adição de imagens.<br><img alt=""live streaming"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/live%20streaming.png?width=619&amp;height=189&amp;name=live%20streaming.png"" loading=""lazy"" width=""619"" height=""189""></p>
<p>Se você optar por transmitir o torneio ao vivo, poderá adicionar o link da transmissão a esta página e a transmissão será incorporada na página do evento assim que for ao vivo no dia do torneio. Isso é totalmente opcional. Caso opte por não transmitir seu evento, não ative este botão. Observe que você pode ter todas as opções de streaming disponíveis para o seu torneio, mas não pode ter opções duplicadas.<br><br><strong>Prêmios</strong><br><br><strong>Torneio Padrão<br><img alt=""prize details"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/prize%20details.png?width=621&amp;height=532&amp;name=prize%20details.png"" loading=""lazy"" width=""621"" height=""532""><br></strong></p>
<p>Escolha a moeda do prêmio e insira o total (também chamado de prêmio). Os organizadores de torneios padrão podem preencher qualquer informação que desejarem sobre como pagam seus jogadores.<br><img alt=""ppdist vv testing"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/ppdist%20vv%20testing.png?width=677&amp;height=567&amp;name=ppdist%20vv%20testing.png"" loading=""lazy"" width=""677"" height=""567""></p>
<p>Insira a distribuição de pagamentos para todos os seus jogadores vencedores. Esta distribuição depende inteiramente de você decidir se deseja um pagamento maior e mais concentrado para seus jogadores. Você pode pagar até os 64 melhores jogadores com torneios automatizados. Contanto que totalize 100%, você pode ir para a próxima página!<br><br><strong>Pagamentos de torneios criptográficos</strong><br><br>Primeiro, você escolherá se o seu torneio terá entrada gratuita ou taxa de entrada. Então você terá que decidir em qual blockchain deseja implementar seu torneio. Recomendamos o Polygon Blockchain por suas taxas extremamente baixas e capacidade de pagar todos os jogadores mais bem classificados em uma transação rápida (normalmente menos de 30 segundos).</p>
<p><img alt=""crypto"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/crypto.png?width=620&amp;height=271&amp;name=crypto.png"" loading=""lazy"" width=""620"" height=""271""></p>
<p>A seguir, você escolherá o token em que será denominado o prêmio total e a meta do prêmio total. Conclua o modelo de distribuição de pagamento do token e clique em Próxima Etapa. Depois de terminar a última etapa de um torneio automatizado, você clicará em Concluir e uma janela pop-up como esta aparecerá para confirmar que você está implantando o torneio no blockchain (neste caso, Polygon).</p>
<p><img alt=""wallet"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/wallet.png?width=502&amp;height=403&amp;name=wallet.png"" loading=""lazy"" width=""502"" height=""403""></p>
<p><strong>Opções adicionais</strong><br><br>É aqui que você poderá ajustar suas configurações de registro e adicionar quaisquer perguntas adicionais de registro que deseja que seus concorrentes respondam.</p>
<p><img alt=""check in"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/check%20in.png?width=623&amp;height=167&amp;name=check%20in.png"" loading=""lazy"" width=""623"" height=""167""></p>
<p>Se você optar por ativar o recurso Check-In, todos os jogadores serão obrigados a fazer Check-In durante o período definido pelo Check-In Timer. Caso isso não seja feito, o participante será eliminado do torneio. Você poderá trocar não comparecimentos em torneios com participantes da lista de espera quando os competidores não se registrarem.<br><br>Você pode definir o cronômetro de 10 minutos a 24 horas antes do torneio. Um botão “Check-In” será exibido em destaque na web e em dispositivos móveis para que os usuários possam facilmente “Check-In” uma vez logados.<br><img alt=""regis"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/regis.png?width=618&amp;height=240&amp;name=regis.png"" loading=""lazy"" width=""618"" height=""240""></p>
<p>Adicione perguntas adicionais de registro. Alguns dos mais comuns são nomes de pessoas no Discord, nomes de usuário no Twitter e qualquer outra informação necessária para a comunicação do jogador e coordenação de confrontos. Selecione se deseja que as respostas a perguntas específicas sejam campos públicos que todos os outros jogadores possam ver após o início do torneio (como o nome do bate-papo do Discord) ou se apenas você, como organizador, pode vê-las.<br><br><strong>Últimos retoques<br><img alt=""join-1"" class=""hs-image-align-none"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/join-1.png?width=618&amp;height=463&amp;name=join-1.png"" loading=""lazy"" width=""618"" height=""463""><br></strong></p>
<p>Agora que criou seu primeiro torneio, você poderá editar a página do evento e atualizar os gráficos de forma personalizada. É aqui que você também começará a se classificar para o grupo e fará anúncios que enviarão sua mensagem por e-mail a todos os participantes do torneio.<br><br>É altamente recomendável adicionar uma foto de capa e uma miniatura. As dimensões ideais para a miniatura são 350x200px e para a foto da capa 1920x560px. Recomendamos manter seus gráficos simples, apenas com as informações necessárias sobre o torneio.<br><br>Depois de seguir essas etapas, seu torneio estará AO VIVO e pronto para os jogadores participarem! Se você tiver alguma dúvida sobre o processo de criação do torneio, sinta-se à vontade para entrar em contato com qualquer membro da equipe do Community Gaming no <a href=""https://discord.com/invite/bSbpAcWcxr"" target=""_blank"" rel=""noopener"">Discord</a>!</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/crie/organize-um-torneio-em-community-gaming,Organizer Support,"Ajuda,Ajuda para organizadores,Organizador do Torneio,Perguntas Regulares"
Como posso saber mais sobre o programa de subvenções Play2Learn e as parcerias com Community Gaming?,Este artigo explora oportunidades de colaboração com Community Gaming:,"<p><strong>Programa de patrocínio Play2Learn</strong></p>
<br>
<p>Encorajamos todos os organizadores de torneios a se inscreverem no programa de patrocínio Play2Learn. Os destinatários recebem financiamento de prêmios, suporte de marketing, suporte de plataforma e recursos para organização de torneios.</p>
<p>Interessado em saber mais sobre o programa de patrocínios Play2Learn e o processo de inscrição? Você pode ler sobre o processo <a href=""https://docs.google.com/presentation/d/1BuqE5Ut149HRNmJbaIiWnYPnADEZRx2X/edit#slide=id.p4"" target=""_blank"" rel=""noopener"">aqui</a>.</p>
<br>
<p><strong>Patrocínios</strong></p>
<br>
<p>Se você estiver interessado em fazer parceria com a Community Gaming, envie os documentos da proposta por e-mail para Partners@communitygaming.io.</p>
<p>Estamos ansiosos para conversar com você! Se você tiver alguma dúvida adicional, não hesite em entrar em contato com nossa equipe de suporte ou em nosso <a href=""https://discord.com/invite/bSbpAcWcxr"" target=""_blank"" rel=""noopener"">Discord</a>.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/como-posso-saber-mais-sobre-o-programa-de-subvenções-play2learn-e-as-parcerias-com-community-gaming,Sponsorship & Grant,"Community Gaming,Organizador do Torneio,Play2LearnFoundation,grant,sponsor"
Como reportar os resultados das partidas?,Este artigo destaca como os jogadores podem relatar os resultados de suas partidas nas chaves do torneio.,"<p>Para jogos que atualmente não são suportados pela API da nossa plataforma, os jogadores podem reportar seus resultados no grupo. É assim que funciona:</p>
<br>
<p>Os jogadores podem reportar seus resultados, e se ambos os jogadores reportarem os mesmos resultados, o grupo será atualizado automaticamente sem a necessidade de intervenção do administrador.</p>
<br>
<p>Como organizador de torneio (TO) ou jogador, você tem a opção de relatar manualmente os resultados de partidas individuais quando necessário. Basta seguir estas etapas:</p>
<br>
<ul>
<li>Clique na aba ""Grupos"" do torneio que você está gerenciando.</li>
<li>Vá para a rodada específica para a qual deseja relatar a pontuação.</li>
<li>Clique na partida que envolve seu nome para acessar a tela de relatório de resultados (veja esta <a href=""https://imgur.com/ma541X9"" target=""_blank"" rel=""noopener"">imagem para referência</a>).</li>
<li>Insira o resultado e clique em “Resultado do Relatório” para confirmar seu envio.</li>
</ul>
<p>Relatar os resultados da partida final encerrará o torneio e então você poderá verificar os resultados. Esta ação irá desencadear a liberação dos fundos do prêmio total do torneio Crypto, transferindo-os para os jogadores vencedores.</p>",pt-br,https://hubspot.communitygaming.io/pt-br/help-center/como-reportar-os-resultados-das-partidas,Tournament Support,"Community Gaming,Organizador do Torneio,bracket"
